station_id,device_network,organisation_name,on_street,location_type,post_code,latitude,longitude,Connector,Connector_Type,Connector_KW,Connector_Type_List,Connector_Type_Merged_KW,Charger_Category
7b854e1c9778aa8ff839837766cf71d3,Chargemaster (POLAR),Chargemaster (POLAR),False,Other,IV19 1NZ,57.805901,-4.04825,"Single Phase AC, Three Phase AC","3-pin Type G (BS1363), Type 2 Mennekes (IEC62196)","3.0, 22.0","['3-pin Type G (BS1363)', 'Type 2 Mennekes (IEC62196)']","['3-pin Type G (BS1363) 3.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
92914b863caab3084c5cf0cb02e72b11,Chargemaster (POLAR),Chargemaster (POLAR),False,Other,G64 2PT,55.913921,-4.216193,"Single Phase AC, Three Phase AC","3-pin Type G (BS1363), Type 2 Mennekes (IEC62196)","3.0, 22.0","['3-pin Type G (BS1363)', 'Type 2 Mennekes (IEC62196)']","['3-pin Type G (BS1363) 3.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
47c08ed70e9fcc801e6c907b02690c4c,Chargemaster (POLAR),Chargemaster (POLAR),False,Public car park,TD1 2AG,55.614983,-2.802469,"Single Phase AC, Three Phase AC","3-pin Type G (BS1363), Type 2 Mennekes (IEC62196)","3.0, 22.0","['3-pin Type G (BS1363)', 'Type 2 Mennekes (IEC62196)']","['3-pin Type G (BS1363) 3.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
645c1e3446f288b5ebad0c5093d12250,Chargemaster (POLAR),Chargemaster (POLAR),False,Other,DD8 2AE,56.642799,-2.88867,"Single Phase AC, Three Phase AC","3-pin Type G (BS1363), Type 2 Mennekes (IEC62196)","3.0, 22.0","['3-pin Type G (BS1363)', 'Type 2 Mennekes (IEC62196)']","['3-pin Type G (BS1363) 3.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
5150d1bb2d5a2b2b23b96786673ff854,Chargemaster (POLAR),Chargemaster (POLAR),False,Public car park,G64 2PT,55.913857,-4.216296,"Single Phase AC, Three Phase AC","3-pin Type G (BS1363), Type 2 Mennekes (IEC62196)","3.0, 22.0","['3-pin Type G (BS1363)', 'Type 2 Mennekes (IEC62196)']","['3-pin Type G (BS1363) 3.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
421f51ad0b692460d1055a774c1b4e82,Chargemaster (POLAR),Chargemaster (POLAR),False,Other,EH48 3LP,55.886021,-3.69035,"Single Phase AC, Three Phase AC","3-pin Type G (BS1363), Type 2 Mennekes (IEC62196)","3.0, 22.0","['3-pin Type G (BS1363)', 'Type 2 Mennekes (IEC62196)']","['3-pin Type G (BS1363) 3.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
b8bcc73cc36a6017e7574ba10a1f1cb8,Chargemaster (POLAR),Chargemaster (POLAR),False,Other,ML1 1YR,55.786812,-3.99018,"Single Phase AC, Three Phase AC","3-pin Type G (BS1363), Type 2 Mennekes (IEC62196)","3.0, 22.0","['3-pin Type G (BS1363)', 'Type 2 Mennekes (IEC62196)']","['3-pin Type G (BS1363) 3.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
c70689651cb8ec48def7fc31ce1e813d,Chargemaster (POLAR),Chargemaster (POLAR),False,Park & Ride site,PH1 5AP,56.405994,-3.444124,"Single Phase AC, Three Phase AC","3-pin Type G (BS1363), Type 2 Mennekes (IEC62196)","3.0, 22.0","['3-pin Type G (BS1363)', 'Type 2 Mennekes (IEC62196)']","['3-pin Type G (BS1363) 3.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
2124d983f5e0b86fb5a9e9fd765d63f1,Chargemaster (POLAR),Chargemaster (POLAR),False,Public car park,ML1 1YR,55.786888,-3.990322,"Single Phase AC, Three Phase AC","3-pin Type G (BS1363), Type 2 Mennekes (IEC62196)","3.0, 22.0","['3-pin Type G (BS1363)', 'Type 2 Mennekes (IEC62196)']","['3-pin Type G (BS1363) 3.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
c6692c0ad9b24fa7a850967c7046b9a6,Chargemaster (POLAR),Chargemaster (POLAR),False,Other,TD1 2AG,55.615101,-2.8021,"Single Phase AC, Three Phase AC","3-pin Type G (BS1363), Type 2 Mennekes (IEC62196)","3.0, 22.0","['3-pin Type G (BS1363)', 'Type 2 Mennekes (IEC62196)']","['3-pin Type G (BS1363) 3.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
3695d4080f70c7cb92a819fb44524314,Chargemaster (POLAR),Chargemaster (POLAR),False,Public car park,PH1 5AP,56.406055,-3.444006,"Single Phase AC, Three Phase AC","3-pin Type G (BS1363), Type 2 Mennekes (IEC62196)","3.0, 22.0","['3-pin Type G (BS1363)', 'Type 2 Mennekes (IEC62196)']","['3-pin Type G (BS1363) 3.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
4604432d380ebbc6246700f110c28d00,Chargemaster (POLAR),Chargemaster (POLAR),False,Public car park,EH28 8TG,55.941441,-3.408043,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
8638ecfa25ce39663663e90138cd7963,Chargemaster (POLAR),Chargemaster (POLAR),False,Public car park,PA1 2FE,55.8465,-4.479745,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
c8fc43da1806cbb006bc1919a157d138,Chargemaster (POLAR),Chargemaster (POLAR),False,Public car park,DD8 2AE,56.6422,-2.88874,"Single Phase AC, Three Phase AC","3-pin Type G (BS1363), Type 2 Mennekes (IEC62196)","3.0, 22.0","['3-pin Type G (BS1363)', 'Type 2 Mennekes (IEC62196)']","['3-pin Type G (BS1363) 3.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
965c95a3e10f1253fd9c26ebf560f371,Chargemaster (POLAR),Chargemaster (POLAR),False,Educational establishment,DD11 2NQ,56.549801,-2.61234,"Single Phase AC, Three Phase AC","3-pin Type G (BS1363), Type 2 Mennekes (IEC62196)","3.0, 22.0","['3-pin Type G (BS1363)', 'Type 2 Mennekes (IEC62196)']","['3-pin Type G (BS1363) 3.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
14072b2ff783182847122db384e8863f,Chargemaster (POLAR),Chargemaster (POLAR),False,Other,DD2 4WB,56.47506,-3.047849,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
07bed16fc4f5a2539b6eefecf39ba6a1,Chargemaster (POLAR),Chargemaster (POLAR),False,NHS property,DD2 4WB,56.475132,-3.04787,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
5385bd4228a99b3647537793bf5f584b,Chargemaster (POLAR),Chargemaster (POLAR),False,NHS property,G78 1FA,55.800907,-4.391816,"Single Phase AC, Single Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","3.7, 3.7","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 3.7', 'Type 2 Mennekes (IEC62196) 3.7']",Slow
80f7ed32a1d3ccc208b1d2c77d0ea9f4,Chargemaster (POLAR),Chargemaster (POLAR),False,Dealership forecourt,KA1 3HY,55.614155,-4.500185,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
70a6d0ab10eecafa8b4f616717172fef,Chargemaster (POLAR),Chargemaster (POLAR),False,Other,NE63 8QZ,55.185078,-1.582446,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
adb8d21f0a23d9242b32ab41f363697f,Chargemaster (POLAR),Chargemaster (POLAR),False,Other,NE63 8QZ,55.185173,-1.582706,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
0cd1d8f534d35e1443c8c73effc861d8,Chargemaster (POLAR),Chargemaster (POLAR),False,On-street,NE63 8QZ,55.185181,-1.582702,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
1d817fe1aa7d826289fc8735e75d9fb9,Chargemaster (POLAR),Chargemaster (POLAR),False,Other,NE33 1AP,54.996361,-1.43409,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
71397575e4010aaf8364783564e432d7,Chargemaster (POLAR),Chargemaster (POLAR),False,Hotel / Accommodation,NE33 2LF,55.002178,-1.4194,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
246df5c57c8531bfd173e8f68a94cc2e,Chargemaster (POLAR),Chargemaster (POLAR),False,Other,NE32 3BY,54.982288,-1.47451,"Single Phase AC, Single Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","3.7, 3.7","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 3.7', 'Type 2 Mennekes (IEC62196) 3.7']",Slow
619b8494d370f97fc9b5b96e8473ca73,Chargemaster (POLAR),Chargemaster (POLAR),False,Other,NE33 2PS,54.995049,-1.42911,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
1dbc14c2bef0ada4bddacc86f3d9205e,Chargemaster (POLAR),Chargemaster (POLAR),False,Public car park,FK7 7FG,56.10556,-3.9206,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
334b672dc35af9775cd4f8c16245fec8,Chargemaster (POLAR),Chargemaster (POLAR),False,Other,EH27 8BP,55.88887,-3.43361,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
1b7b38f8732abc170e9625784aeecab3,Chargemaster (POLAR),Chargemaster (POLAR),False,Public car park,AB32 6FE,57.145531,-2.28556,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
aaa503157d7236cead937939f4511eca,Chargemaster (POLAR),Chargemaster (POLAR),False,Hotel / Accommodation,PA3 2SW,55.863941,-4.43436,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
617afc7c38159e7b80ef032f40065615,Chargemaster (POLAR),Chargemaster (POLAR),False,Other,PA3 2SW,55.86404,-4.43436,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
44e0f1663f2b1cc73471912180db790c,Chargemaster (POLAR),Chargemaster (POLAR),False,Other,PA3 2SW,55.86414,-4.43436,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
480682ba6379ad6a46055e6a30d37d9c,Chargemaster (POLAR),Chargemaster (POLAR),False,Educational establishment,NE32 3DT,54.984852,-1.501973,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
c6b0a11fc5c629552f5f91d35e2a45fb,Chargemaster (POLAR),Chargemaster (POLAR),False,Other,NE49 0DA,54.970303,-2.456392,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
ef2fdb39ef029d26be9116f8a4527e5e,Chargemaster (POLAR),Chargemaster (POLAR),False,Leisure centre,NE27 0QJ,55.019711,-1.510478,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
474e38e2114da7ca2d4d04dac567c8fe,Chargemaster (POLAR),Chargemaster (POLAR),False,Retail car park,NE27 0QJ,55.019428,-1.51067,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
aab2f15c7f843ed0edcd77ad85c09fab,Chargemaster (POLAR),Chargemaster (POLAR),False,NHS property,NE46 1QE,54.972408,-2.0976,"Single Phase AC, Single Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","3.7, 3.7","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 3.7', 'Type 2 Mennekes (IEC62196) 3.7']",Slow
69c765b770d7e1ef2d85da5214b4a689,Chargemaster (POLAR),Chargemaster (POLAR),False,Public car park,G3 8QT,55.860336,-4.29109,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
ae67846b5a915d8df87486142e442168,Chargemaster (POLAR),Chargemaster (POLAR),False,Public car park,NE65 7RW,55.30666,-1.91356,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
a94e0c8925a08dfddcaffdab59377250,Chargemaster (POLAR),Chargemaster (POLAR),False,Park & Ride site,NE34 3PE,54.965286,-1.453047,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
6aba6f7038a716e9521ec5f0ecb06d77,Chargemaster (POLAR),Chargemaster (POLAR),False,Park & Ride site,NE33 3PE,54.994598,-1.4186,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
884aefaef7e6b7261b87eb81a2b1398d,Chargemaster (POLAR),Chargemaster (POLAR),False,Park & Ride site,NE33 3PE,54.994701,-1.4175,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
0a13af406a42a1330c02147201f337da,Chargemaster (POLAR),Chargemaster (POLAR),False,Park & Ride site,NE32 5NJ,54.966831,-1.49814,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
01c37af10a2ad06930dc84bb2646bda8,Chargemaster (POLAR),Chargemaster (POLAR),False,Park & Ride site,NE34 8PS,54.971889,-1.40965,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
7711921390516190b06cddc26e640ceb,Chargemaster (POLAR),Chargemaster (POLAR),False,On-street,G78 3NN,55.785969,-4.423797,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
f22278136dc31866db3c2202a8255807,Chargemaster (POLAR),Chargemaster (POLAR),False,Public car park,NE1 1PG,54.970268,-1.60965,"Single Phase AC, Single Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","3.7, 3.7","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 3.7', 'Type 2 Mennekes (IEC62196) 3.7']",Slow
c115a5a4508d46802084db6fa3665fb3,Chargemaster (POLAR),Chargemaster (POLAR),False,On-street,AB39 8BF,57.03368,-2.17981,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
d0755e7d510816a1ee43d2d978f6bfae,Chargemaster (POLAR),Chargemaster (POLAR),False,Workplace car park,KA9 2SP,55.49828,-4.564788,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
2431b618046250eefa3bb8375038385f,Chargemaster (POLAR),Chargemaster (POLAR),False,Public car park,G2 2LA,55.857307,-4.263363,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
3bb07944ead461b2db85709a77277329,Chargemaster (POLAR),Chargemaster (POLAR),False,Other,NE33 1SA,54.989239,-1.44135,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
c51a3d825838871c68a5eb1d451190dc,Chargemaster (POLAR),Chargemaster (POLAR),False,Other,G64 4EH,55.93718,-4.214732,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
a54c200b17dd88879dda3791765f0ff8,Chargemaster (POLAR),Chargemaster (POLAR),False,Park & Ride site,DG16 5DY,55.004147,-3.06597,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
459a7729a31e972dddb6de614c0f004c,Chargemaster (POLAR),Chargemaster (POLAR),False,Park & Ride site,DG16 5DY,55.004147,-3.06597,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
3d3bc4aff7727a5f6e170832fda6c47d,Chargemaster (POLAR),Chargemaster (POLAR),False,On-street,DG16 5EA,55.00518,-3.065088,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
a742cd4b395fcbb465454f98a440a08f,Chargemaster (POLAR),Chargemaster (POLAR),False,Park & Ride site,CA6 5QB,55.080063,-2.88154,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
683ae2abe4399598f08a242429f54bdc,Chargemaster (POLAR),Chargemaster (POLAR),False,Retail car park,NE8 3RQ,54.9613,-1.5886,"Single Phase AC, Single Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","3.7, 3.7","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 3.7', 'Type 2 Mennekes (IEC62196) 3.7']",Slow
cbe2e7df239bfa2553a76602e151997f,Chargemaster (POLAR),Chargemaster (POLAR),False,Retail car park,NE8 3RQ,54.9613,-1.5886,"Single Phase AC, Single Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","3.7, 3.7","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 3.7', 'Type 2 Mennekes (IEC62196) 3.7']",Slow
89c8d2400e09f970ac2ab0677b7d2b33,Chargemaster (POLAR),Chargemaster (POLAR),False,Retail car park,AB32 6FE,57.145359,2.28621,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
3af175ecd7b2990531a545bd9a44e431,Chargemaster (POLAR),Chargemaster (POLAR),False,Public car park,AB32 6FE,57.145359,2.28621,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
5d8fddcbbee1143b186fa89e2c04d83e,Chargemaster (POLAR),Chargemaster (POLAR),False,Other,AB32 6FE,57.145359,2.28621,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
c041bb6856f6f76a32aa9882a31b2041,Chargemaster (POLAR),Chargemaster (POLAR),False,Other,AB32 6FE,57.145359,2.28621,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
d4e63095869781fabc00b9501ba37cb4,Chargemaster (POLAR),Chargemaster (POLAR),False,Other,AB12 3AX,57.129276,-2.079503,"Single Phase AC, Three Phase AC","Type 2 Mennekes (IEC62196), Type 2 Mennekes (IEC62196)","7.0, 22.0","['Type 2 Mennekes (IEC62196)', 'Type 2 Mennekes (IEC62196)']","['Type 2 Mennekes (IEC62196) 7.0', 'Type 2 Mennekes (IEC62196) 22.0']",Fast
